"",F.stat,p.value,-log10(p),FDR
674.12_909.8595m/z,1.8809,0.16179,0.79104,0.58557
333.51_402.2741m/z,1.8806,0.16184,0.7909,0.58557
674.12_927.7802m/z,1.8789,0.16209,0.79024,0.58624
361.8_682.5635m/z,1.8782,0.16221,0.78993,0.58634
385.18_583.5129m/z,1.8779,0.16225,0.78982,0.58634
81.87_460.2538m/z,1.8773,0.16234,0.78958,0.58644
640.93_829.7269m/z,1.8752,0.16266,0.78872,0.58709
100.36_422.2295m/z,1.8752,0.16266,0.78872,0.58709
365.56_808.8038m/z,1.8742,0.16282,0.7883,0.58709
SM(d19:1/24:1),1.8741,0.16283,0.78828,0.58709
150.43_459.2577m/z,1.8741,0.16284,0.78825,0.58709
582.87_741.6805m/z,1.8736,0.16291,0.78806,0.58713
666.14_593.5507m/z,1.8731,0.16298,0.78786,0.58714
456.25_423.1605m/z,1.8723,0.1631,0.78754,0.58714
413.71_822.6378m/z,1.8719,0.16316,0.78739,0.58714
315.49_691.5662m/z,1.8715,0.16322,0.78722,0.58714
644.58_581.5375m/z,1.8715,0.16323,0.78721,0.58714
409.6_1558.2177m/z,1.8708,0.16333,0.78694,0.58727
325.3_850.559m/z,1.8704,0.1634,0.78676,0.58729
402.3_829.6165m/z,1.8696,0.16352,0.78642,0.58733
396.82_869.6102m/z,1.8694,0.16356,0.78634,0.58733
385.64_1571.1866m/z,1.8691,0.1636,0.78622,0.58733
342.41_387.7561m/z,1.868,0.16376,0.78578,0.58733
440.05_790.6323m/z,1.8675,0.16383,0.7856,0.58733
459.22_1066.5574m/z,1.8665,0.16399,0.78519,0.58733
614.24_369.4972m/z,1.8665,0.164,0.78516,0.58733
652.57_913.7539m/z,1.8658,0.16409,0.7849,0.58733
91.46_597.3039m/z,1.8658,0.1641,0.78489,0.58733
637.28_653.5509m/z,1.8657,0.16412,0.78485,0.58733
378.57_1541.1937m/z,1.8647,0.16428,0.78443,0.58733
81.87_456.2265m/z,1.8646,0.16429,0.7844,0.58733
644.81_1253.5914m/z,1.8646,0.16429,0.78438,0.58733
627.47_1094.6477m/z,1.8636,0.16444,0.78399,0.58733
299.18_855.502m/z,1.8625,0.16462,0.78352,0.58733
675.03_953.7968m/z,1.8615,0.16476,0.78315,0.58733
674.12_608.5694m/z,1.8614,0.16478,0.7831,0.58733
321.19_474.4183m/z,1.8611,0.16483,0.78297,0.58733
563.47_740.6682m/z,1.861,0.16484,0.78293,0.58733
599.98_576.5073m/z,1.8604,0.16493,0.7827,0.58733
337.39_489.4369m/z,1.8603,0.16495,0.78264,0.58733
93.51_508.2154m/z,1.8601,0.16498,0.78258,0.58733
644.81_1017.691m/z,1.8601,0.16499,0.78255,0.58733
616.52_939.8145m/z,1.8597,0.16505,0.78239,0.58733
584.01_430.378m/z,1.8595,0.16508,0.78232,0.58733
433.43_763.6597m/z,1.8587,0.1652,0.78198,0.58733
517.5_600.6049m/z,1.8586,0.16521,0.78195,0.58733
293.93_465.3097m/z,1.8584,0.16525,0.78187,0.58733
657.59_852.8021m/z,1.8581,0.1653,0.78173,0.58733
466.06_417.8321m/z,1.858,0.16531,0.78169,0.58733
379.25_537.4319m/z,1.8576,0.16537,0.78155,0.58733
100.13_522.3463m/z,1.8567,0.16551,0.78117,0.58762
608.99_843.6779m/z,1.8557,0.16566,0.78077,0.58777
231.54_693.4702m/z,1.8556,0.16568,0.78073,0.58777
577.39_782.7375m/z,1.8544,0.16586,0.78026,0.58804
464.01_645.5334m/z,1.8543,0.16588,0.78019,0.58804
384.5_978.5165m/z,1.8536,0.166,0.7799,0.58822
346.52_1113.8589m/z,1.8528,0.16612,0.77957,0.58842
349.25_403.7838m/z,1.8518,0.16627,0.77917,0.58842
675.03_937.8217m/z,1.8512,0.16636,0.77895,0.58842
396.59_859.6044m/z,1.8511,0.16638,0.77889,0.58842
357.24_1541.1414m/z,1.8508,0.16643,0.77878,0.58842
100.13_524.3512m/z,1.8506,0.16645,0.7787,0.58842
533.25_648.6294m/z,1.8504,0.1665,0.77859,0.58842
100.13_521.3436m/z,1.8494,0.16665,0.77819,0.58873
396.36_908.5691m/z,1.8475,0.16695,0.77742,0.58955
583.32_940.6956m/z,1.8466,0.16709,0.77705,0.58974
483.17_620.5993m/z,1.8464,0.16713,0.77696,0.58974
112.68_638.2828m/z,1.8458,0.16721,0.77673,0.58976
145.41_527.3808m/z,1.8452,0.16731,0.77647,0.58976
325.98_428.3643m/z,1.8451,0.16732,0.77644,0.58976
430.24_1028.5916m/z,1.8419,0.16782,0.77516,0.59087
675.03_933.8694m/z,1.8413,0.16792,0.7749,0.59087
PC(O-16:0/15:0),1.8399,0.16814,0.77432,0.59087
656.44_949.7689m/z,1.8398,0.16816,0.77429,0.59087
446.44_786.6544m/z,1.8395,0.16821,0.77414,0.59087
602.49_893.7097m/z,1.8394,0.16822,0.77413,0.59087
334.88_1086.8314m/z,1.8394,0.16822,0.77412,0.59087
82.33_434.2389m/z,1.8391,0.16827,0.774,0.59087
196.63_447.3781m/z,1.8387,0.16833,0.77383,0.59087
458.76_633.6286m/z,1.8382,0.16841,0.77364,0.59087
287.77_869.4816m/z,1.8371,0.16859,0.77316,0.59087
307.27_613.5191m/z,1.8365,0.16868,0.77294,0.59087
669.56_972.9418m/z,1.8363,0.16871,0.77285,0.59087
324.39_846.5694m/z,1.8361,0.16875,0.77277,0.59087
381.31_771.6007m/z,1.836,0.16876,0.77273,0.59087
315.49_689.5597m/z,1.8359,0.16877,0.7727,0.59087
590.17_830.7239m/z,1.8358,0.16879,0.77267,0.59087
646.86_902.6831m/z,1.8356,0.16883,0.77255,0.59087
611.04_867.6873m/z,1.8352,0.16889,0.7724,0.59087
496.28_1271.5365m/z,1.8348,0.16895,0.77224,0.59087
314.8_400.7639m/z,1.8346,0.16898,0.77217,0.59087
475.19_596.594m/z,1.8341,0.16906,0.77196,0.59087
431.84_587.506m/z,1.8338,0.1691,0.77185,0.59087
409.37_878.6266m/z,1.8334,0.16917,0.77167,0.59089
368.75_1099.484m/z,1.8324,0.16933,0.77127,0.59113
333.51_878.5311m/z,1.8322,0.16937,0.77117,0.59113
611.5_846.6328m/z,1.8316,0.16946,0.77093,0.59114
408.23_115.9201m/z,1.8305,0.16963,0.7705,0.59114
415.07_775.5471m/z,1.83,0.16971,0.7703,0.59114
442.79_391.3765m/z,1.8297,0.16976,0.77016,0.59114
627.47_855.7346m/z,1.8296,0.16977,0.77013,0.59114
407.09_370.2603m/z,1.8293,0.16982,0.77001,0.59114
382.45_827.6011m/z,1.8287,0.16992,0.76976,0.59114
321.42_664.5281m/z,1.828,0.17003,0.76948,0.59114
HexCer(d18:1/20:0),1.828,0.17004,0.76945,0.59114
395.22_932.5777m/z,1.8279,0.17006,0.76941,0.59114
329.63_796.5501m/z,1.8278,0.17007,0.76937,0.59114
430.01_817.6464m/z,1.8269,0.1702,0.76903,0.59138
603.17_523.472m/z,1.8261,0.17033,0.76871,0.59138
Hexadecenoylcarnitine CAR(16:1)_1,1.8259,0.17036,0.76862,0.59138
351.31_708.6002m/z,1.8257,0.17039,0.76855,0.59138
458.99_797.6816m/z,1.8253,0.17047,0.76835,0.59143
401.84_814.6244m/z,1.823,0.17083,0.76744,0.59186
377.88_1594.1808m/z,1.8228,0.17087,0.76734,0.59186
627.24_935.73m/z,1.8226,0.17089,0.76728,0.59186
266.78_427.3573m/z,1.8225,0.17092,0.76721,0.59186
642.3_383.3676m/z,1.8224,0.17094,0.76717,0.59186
337.39_503.5018m/z,1.8216,0.17105,0.76687,0.59186
396.13_909.5716m/z,1.8212,0.17112,0.7667,0.59186
355.87_852.5753m/z,1.8212,0.17113,0.76668,0.59186
541.23_715.5856m/z,1.8209,0.17117,0.76656,0.59186
637.28_591.5337m/z,1.8201,0.1713,0.76625,0.59186
345.6_851.5638m/z,1.8201,0.1713,0.76624,0.59186
396.59_907.5658m/z,1.8188,0.17151,0.76572,0.59186
354.28_777.5795m/z,1.8188,0.17151,0.7657,0.59186
533.02_632.6345m/z,1.8187,0.17152,0.76568,0.59186
356.78_820.5262m/z,1.8185,0.17156,0.76558,0.59186
LPC(18:2/0:0),1.818,0.17164,0.76539,0.59186
184.08_515.3725m/z,1.8177,0.17168,0.76528,0.59186
448.72_867.6692m/z,1.8149,0.17215,0.7641,0.59194
675.03_932.8661m/z,1.8148,0.17215,0.76409,0.59194
420.32_386.288m/z,1.8148,0.17216,0.76407,0.59194
388.15_760.9173m/z,1.8145,0.1722,0.76396,0.59194
561.42_788.6757m/z,1.8143,0.17223,0.7639,0.59194
SM(d17:1/16:0),1.8136,0.17234,0.7636,0.59194
329.86_876.5162m/z,1.8135,0.17237,0.76354,0.59194
415.07_774.5438m/z,1.8133,0.17239,0.76349,0.59194
470.85_838.6844m/z,1.8128,0.17247,0.76327,0.59194
650.85_886.7388m/z,1.8128,0.17248,0.76325,0.59194
355.87_1614.151m/z,1.8117,0.17265,0.76283,0.59194
424.99_865.6527m/z,1.8111,0.17276,0.76256,0.59194
483.63_831.6965m/z,1.8109,0.17278,0.76249,0.59194
370.35_869.6039m/z,1.8109,0.17279,0.76249,0.59194
64.99_371.299m/z,1.8109,0.17279,0.76249,0.59194
636.37_883.7207m/z,1.8108,0.1728,0.76245,0.59194
645.04_876.9199m/z,1.8105,0.17285,0.76233,0.59194
Eicosatetraenoic acid FA(20:4),1.8105,0.17285,0.76233,0.59194
453.74_900.6852m/z,1.8084,0.17319,0.76147,0.59228
500.39_705.6673m/z,1.8083,0.17322,0.76141,0.59228
388.83_1561.1894m/z,1.8079,0.17328,0.76125,0.59228
384.5_843.5943m/z,1.8077,0.1733,0.76119,0.59228
97.16_480.3086m/z,1.8077,0.17331,0.76117,0.59228
406.6_854.6269m/z,1.8076,0.17333,0.76112,0.59228
430.01_815.6382m/z,1.8071,0.17341,0.76093,0.59231
LPC(0:0/18:2),1.8052,0.17372,0.76015,0.59261
149.06_303.2323m/z,1.8047,0.17379,0.75997,0.59261
360.43_860.611m/z,1.8044,0.17385,0.75982,0.59261
365.79_818.6042m/z,1.8043,0.17386,0.75979,0.59261
325.98_599.5014m/z,1.8041,0.1739,0.75971,0.59261
351.31_522.5249m/z,1.8033,0.17403,0.75938,0.59261
661.69_938.8168m/z,1.8031,0.17406,0.75929,0.59261
327.92_840.5662m/z,1.8031,0.17406,0.75929,0.59261
144.73_622.339m/z,1.8028,0.1741,0.7592,0.59261
289.82_853.4868m/z,1.8027,0.17413,0.75912,0.59261
100.13_503.3332m/z,1.8016,0.1743,0.7587,0.59296
401.16_750.5451m/z,1.8012,0.17436,0.75854,0.59296
331.0_1046.6617m/z,1.8007,0.17446,0.7583,0.59296
444.16_577.4342m/z,1.8002,0.17453,0.75812,0.59296
470.4_184.0739m/z,1.7999,0.17459,0.75799,0.59296
287.77_600.5058m/z,1.7997,0.17462,0.75791,0.59296
326.21_598.4927m/z,1.7991,0.17471,0.75768,0.59306
328.72_838.56m/z,1.798,0.17489,0.75723,0.59328
632.03_1146.6784m/z,1.798,0.1749,0.7572,0.59328
517.5_653.628m/z,1.7972,0.17503,0.75688,0.59349
364.42_792.5545m/z,1.7967,0.17511,0.75669,0.59354
426.59_1573.2665m/z,1.7955,0.17531,0.7562,0.59399
2-Hydroxybutyric acid,1.7931,0.1757,0.75524,0.59482
269.98_579.4506m/z,1.793,0.17573,0.75516,0.59482
100.36_438.2244m/z,1.7929,0.17574,0.75512,0.59482
471.77_802.6882m/z,1.7913,0.17601,0.75447,0.5953
496.52_635.4756m/z,1.7912,0.17601,0.75446,0.5953
151.34_100.9331m/z,1.7905,0.17613,0.75416,0.59549
554.12_814.6912m/z,1.7898,0.17625,0.75387,0.59567
120.89_636.3279m/z,1.7894,0.17631,0.75372,0.59567
306.36_805.5594m/z,1.789,0.17638,0.75354,0.59569
LPE(0:0/18:0),1.788,0.17655,0.75312,0.59605
614.01_978.763m/z,1.787,0.17672,0.75272,0.5962
409.6_748.6131m/z,1.7869,0.17673,0.75268,0.5962
184.08_521.3297m/z,1.7865,0.17679,0.75254,0.5962
385.41_1572.1894m/z,1.786,0.17688,0.75231,0.59629
451.23_630.6156m/z,1.784,0.17721,0.75152,0.59686
327.58_859.5334m/z,1.784,0.17722,0.75149,0.59686
425.91_425.8003m/z,1.7837,0.17727,0.75136,0.59686
V4TG,1.7826,0.17744,0.75094,0.59686
356.33_826.5599m/z,1.7824,0.17748,0.75084,0.59686
435.94_577.5714m/z,1.782,0.17755,0.75067,0.59686
338.19_431.3837m/z,1.7815,0.17764,0.75046,0.59686
381.99_562.5276m/z,1.7814,0.17765,0.75042,0.59686
496.28_1151.5776m/z,1.7813,0.17766,0.7504,0.59686
382.22_878.6024m/z,1.7811,0.17769,0.75033,0.59686
103.32_427.1884m/z,1.78,0.17788,0.74987,0.59691
412.79_397.8155m/z,1.7798,0.17792,0.74978,0.59691
650.74_989.7184m/z,1.7794,0.17799,0.74962,0.59691
457.39_640.6233m/z,1.7792,0.17802,0.74953,0.59691
453.06_805.5948m/z,1.7786,0.17812,0.74929,0.59691
231.31_339.2513m/z,1.7785,0.17813,0.74925,0.59691
376.97_1048.4657m/z,1.7784,0.17816,0.74919,0.59691
462.41_782.6516m/z,1.7774,0.17832,0.74881,0.59722
355.42_1525.1459m/z,1.776,0.17856,0.74822,0.59745
517.51_650.6201m/z,1.7758,0.17858,0.74816,0.59745
342.41_390.777m/z,1.7756,0.17863,0.74805,0.59745
611.5_811.7198m/z,1.7755,0.17864,0.74802,0.59745
634.31_859.703m/z,1.7742,0.17886,0.74749,0.59786
533.25_666.6397m/z,1.774,0.1789,0.7474,0.59786
H3PL,1.7723,0.17918,0.74671,0.5984
667.5_871.8684m/z,1.7721,0.1792,0.74665,0.5984
269.97_673.5276m/z,1.7719,0.17925,0.74654,0.5984
505.41_383.3307m/z,1.7709,0.17941,0.74616,0.59871
250.12_395.331m/z,1.7695,0.17965,0.74558,0.59919
392.94_736.6314m/z,1.7693,0.17968,0.7455,0.59919
611.27_847.2932m/z,1.7683,0.17985,0.74508,0.59956
629.29_578.523m/z,1.7663,0.1802,0.74425,0.60026
652.34_873.7889m/z,1.766,0.18024,0.74415,0.60026
605.34_996.8026m/z,1.7657,0.18029,0.74402,0.60026
103.55_428.1957m/z,1.7655,0.18033,0.74394,0.60026
356.78_817.5786m/z,1.7652,0.18039,0.74379,0.60026
315.94_756.5455m/z,1.764,0.18059,0.74331,0.60067
406.4_610.5411m/z,1.7636,0.18065,0.74317,0.60067
90.77_512.3344m/z,1.763,0.18075,0.74293,0.60067
674.8_633.5823m/z,1.7629,0.18077,0.74288,0.60067
342.18_388.2591m/z,1.7615,0.18101,0.74231,0.60112
629.98_976.8343m/z,1.7611,0.18107,0.74214,0.60112
589.03_995.7906m/z,1.761,0.1811,0.74208,0.60112
634.31_943.7755m/z,1.76,0.18126,0.7417,0.60143
632.94_719.6335m/z,1.7597,0.18132,0.74155,0.60143
PC(18:0/22:5),1.7585,0.18153,0.74106,0.6017
385.87_1492.192m/z,1.7583,0.18156,0.74098,0.6017
586.29_848.6853m/z,1.7581,0.1816,0.74089,0.6017
634.77_840.8096m/z,1.7576,0.18167,0.74071,0.60173
650.74_566.5232m/z,1.7559,0.18196,0.74002,0.60206
342.41_398.2717m/z,1.755,0.18213,0.73962,0.60206
351.31_523.5283m/z,1.755,0.18213,0.73962,0.60206
652.57_892.826m/z,1.7547,0.18218,0.73951,0.60206
644.81_1135.6328m/z,1.7546,0.18218,0.73949,0.60206
355.19_905.5498m/z,1.7534,0.18239,0.73899,0.60206
176.21_469.3298m/z,1.7534,0.1824,0.73898,0.60206
364.88_625.5204m/z,1.7528,0.18251,0.73872,0.60206
323.93_831.5745m/z,1.7527,0.18252,0.73869,0.60206
319.37_805.5595m/z,1.7526,0.18253,0.73867,0.60206
412.79_836.6182m/z,1.7526,0.18253,0.73867,0.60206
397.5_770.5699m/z,1.7525,0.18255,0.73862,0.60206
307.96_742.5391m/z,1.7513,0.18275,0.73814,0.6025
341.72_840.5753m/z,1.7501,0.18297,0.73762,0.60301
608.53_933.7029m/z,1.7492,0.18312,0.73726,0.6033
Tyrosine,1.7484,0.18325,0.73696,0.60351
661.92_953.786m/z,1.7477,0.18338,0.73664,0.60374
608.99_774.2741m/z,1.7473,0.18345,0.73648,0.60374
398.19_1576.2124m/z,1.7459,0.18368,0.73593,0.6041
321.19_417.3679m/z,1.7459,0.18369,0.73592,0.6041
573.06_818.7151m/z,1.7452,0.18381,0.73562,0.60412
458.99_798.681m/z,1.7451,0.18383,0.73559,0.60412
370.58_473.3995m/z,1.7446,0.18391,0.73538,0.6042
491.27_618.5184m/z,1.7435,0.1841,0.73494,0.60434
Decanoylcarnitine CAR(10:0),1.743,0.18419,0.73473,0.60434
154.99_329.248m/z,1.7429,0.18421,0.73468,0.60434
533.25_690.652m/z,1.7428,0.18422,0.73467,0.60434
356.79_785.582m/z,1.7416,0.18444,0.73415,0.6046
H3A2,1.7414,0.18447,0.73407,0.6046
538.95_710.6301m/z,1.7413,0.18449,0.73402,0.6046
670.01_885.7892m/z,1.7399,0.18474,0.73345,0.60503
PE(O-18:1/22:4) and/or PE(P-18:0/22:4),1.7398,0.18475,0.73341,0.60503
400.47_748.528m/z,1.7392,0.18485,0.73318,0.60513
647.09_925.7541m/z,1.7382,0.18503,0.73275,0.60515
388.61_723.5003m/z,1.7381,0.18504,0.73273,0.60515
370.12_1576.1723m/z,1.7381,0.18505,0.73271,0.60515
379.02_731.5005m/z,1.7368,0.18528,0.73217,0.60555
496.52_813.6859m/z,1.7365,0.18532,0.73209,0.60555
674.12_606.5546m/z,1.7362,0.18537,0.73196,0.60555
400.47_867.6586m/z,1.7354,0.18551,0.73163,0.60559
419.86_1073.5334m/z,1.7351,0.18557,0.73149,0.60559
319.59_910.5526m/z,1.735,0.18558,0.73147,0.60559
568.95_429.373m/z,1.7337,0.18582,0.73091,0.60582
469.71_548.4191m/z,1.7336,0.18584,0.73087,0.60582
411.2_588.5715m/z,1.7334,0.18587,0.73079,0.60582
471.31_850.6753m/z,1.7331,0.18591,0.7307,0.60582
450.55_607.4713m/z,1.7318,0.18614,0.73015,0.60589
588.34_495.4402m/z,1.7303,0.18642,0.72952,0.60589
500.85_586.5898m/z,1.7303,0.18642,0.72951,0.60589
399.33_1529.179m/z,1.7301,0.18644,0.72945,0.60589
TG(52:4)_2,1.7299,0.18648,0.72937,0.60589
376.97_718.5386m/z,1.7299,0.18649,0.72935,0.60589
LPA(16:0/0:0),1.7298,0.1865,0.72931,0.60589
376.97_719.5416m/z,1.7298,0.18651,0.72931,0.60589
377.88_738.5773m/z,1.7294,0.18657,0.72917,0.60589
377.43_1550.1618m/z,1.7293,0.18659,0.72911,0.60589
PC(14:0/20:4),1.7289,0.18665,0.72898,0.60589
63.62_381.3155m/z,1.7276,0.18689,0.72842,0.60645
H4FC,1.7271,0.18697,0.72822,0.60652
475.87_409.8161m/z,1.7261,0.18715,0.72781,0.60673
448.72_431.8183m/z,1.7257,0.18723,0.72763,0.60673
81.87_427.1883m/z,1.7256,0.18724,0.72761,0.60673
419.86_385.7857m/z,1.7249,0.18735,0.72734,0.60677
329.18_821.4729m/z,1.7247,0.1874,0.72723,0.60677
660.78_633.5775m/z,1.7244,0.18744,0.72713,0.60677
381.53_768.4789m/z,1.7217,0.18793,0.72601,0.60764
287.09_829.4848m/z,1.7217,0.18793,0.72599,0.60764
357.7_1165.8117m/z,1.7215,0.18797,0.72591,0.60764
144.73_816.2867m/z,1.7214,0.18797,0.72591,0.60764
368.76_770.5603m/z,1.7205,0.18814,0.72552,0.60797
99.44_640.3016m/z,1.7198,0.18826,0.72524,0.60815
149.06_304.2358m/z,1.7191,0.18839,0.72495,0.6083
PC(O-24:0/18:2),1.7188,0.18844,0.72482,0.6083
336.93_747.5642m/z,1.7182,0.18855,0.72458,0.6083
437.31_814.6341m/z,1.7181,0.18857,0.72452,0.6083
413.48_523.4722m/z,1.7175,0.18867,0.72429,0.6083
315.94_744.5195m/z,1.7165,0.18885,0.72389,0.6083
378.57_808.6587m/z,1.7163,0.18888,0.72382,0.6083
596.33_933.8007m/z,1.7161,0.18892,0.72373,0.6083
114.73_570.3562m/z,1.7153,0.18906,0.72341,0.6083
412.34_847.6417m/z,1.7152,0.18909,0.72333,0.6083
581.27_804.7083m/z,1.7151,0.1891,0.7233,0.6083
431.15_625.5189m/z,1.7148,0.18915,0.72319,0.6083
599.98_575.5035m/z,1.7146,0.18918,0.72312,0.6083
376.97_822.603m/z,1.7138,0.18934,0.72276,0.6083
482.95_667.6428m/z,1.7135,0.18939,0.72263,0.6083
70.01_368.2345m/z,1.7134,0.1894,0.72261,0.6083
487.39_590.5871m/z,1.713,0.18948,0.72244,0.6083
647.09_924.7531m/z,1.7126,0.18954,0.72229,0.6083
581.5_871.7491m/z,1.7121,0.18964,0.72207,0.6083
377.88_1568.1682m/z,1.7119,0.18968,0.72198,0.6083
365.56_808.927m/z,1.7112,0.18979,0.72172,0.6083
74.12_620.2915m/z,1.7111,0.18982,0.72165,0.6083
634.54_858.7014m/z,1.7109,0.18985,0.72158,0.6083
333.51_856.5869m/z,1.7107,0.18988,0.72152,0.6083
589.49_906.7559m/z,1.7092,0.19016,0.72088,0.60898
442.1_423.1605m/z,1.7087,0.19024,0.72069,0.60903
321.19_415.3575m/z,1.7081,0.19035,0.72045,0.60903
595.42_685.5522m/z,1.7067,0.19061,0.71986,0.60903
563.25_797.6874m/z,1.7067,0.19061,0.71985,0.60903
248.76_437.3626m/z,1.7066,0.19062,0.71984,0.60903
346.52_558.4358m/z,1.7057,0.19078,0.71947,0.60903
357.24_1711.0696m/z,1.7055,0.19083,0.71936,0.60903
100.13_520.3402m/z,1.7052,0.19088,0.71924,0.60903
328.72_764.5232m/z,1.7049,0.19093,0.71913,0.60903
412.79_421.8061m/z,1.7048,0.19095,0.71908,0.60903
660.78_908.8493m/z,1.7046,0.19099,0.71899,0.60903
670.01_551.5045m/z,1.7044,0.19101,0.71893,0.60903
LPA(0:0/20:4),1.7043,0.19103,0.7189,0.60903
641.84_847.2953m/z,1.7036,0.19116,0.71859,0.60923
328.72_573.4876m/z,1.7033,0.19122,0.71846,0.60923
308.19_555.4399m/z,1.7024,0.19137,0.71812,0.6095
321.19_854.571m/z,1.7017,0.19151,0.71781,0.60973
429.33_849.6572m/z,1.7009,0.19166,0.71747,0.60999
433.89_578.5861m/z,1.6994,0.19192,0.71688,0.60999
425.45_777.5627m/z,1.6993,0.19194,0.71684,0.60999
473.36_623.5623m/z,1.6992,0.19197,0.71677,0.60999
325.64_395.2656m/z,1.699,0.19199,0.71671,0.60999
488.53_551.4791m/z,1.6989,0.19201,0.71668,0.60999
350.62_474.201m/z,1.6983,0.19212,0.71643,0.60999
112.68_499.3497m/z,1.6981,0.19216,0.71634,0.60999
399.33_749.5906m/z,1.698,0.19218,0.71629,0.60999
431.38_588.0109m/z,1.6961,0.19253,0.7155,0.61072
74.12_619.2882m/z,1.696,0.19255,0.71547,0.61072
652.57_912.7538m/z,1.6944,0.19282,0.71484,0.61131
384.96_572.4809m/z,1.6942,0.19287,0.71473,0.61131
PI(18:0/22:6),1.6936,0.19298,0.71449,0.61131
112.68_991.6746m/z,1.6932,0.19305,0.71433,0.61131
319.82_909.549m/z,1.693,0.19308,0.71427,0.61131
287.77_851.4715m/z,1.6925,0.19317,0.71406,0.61131
572.83_905.792m/z,1.6924,0.19319,0.71401,0.61131
81.87_417.2403m/z,1.6912,0.19341,0.71353,0.61178
688.49_936.888m/z,1.6902,0.1936,0.71309,0.61219
473.59_768.6625m/z,1.6896,0.1937,0.71287,0.6123
581.96_671.5763m/z,1.6892,0.19378,0.7127,0.61233
498.34_850.675m/z,1.6883,0.19395,0.71232,0.61265
321.19_416.3639m/z,1.6857,0.19442,0.71125,0.61378
335.34_365.2177m/z,1.6856,0.19443,0.71123,0.61378
599.07_812.6819m/z,1.6849,0.19456,0.71095,0.61379
385.18_582.5097m/z,1.6841,0.19472,0.71058,0.61379
347.2_1461.1428m/z,1.6826,0.19499,0.70999,0.61379
688.49_939.8372m/z,1.6823,0.19504,0.70988,0.61379
508.15_829.7159m/z,1.6813,0.19524,0.70944,0.61379
TG(55:4),1.681,0.19529,0.70932,0.61379
264.73_361.2889m/z,1.6808,0.19532,0.70926,0.61379
513.63_687.5536m/z,1.6808,0.19532,0.70925,0.61379
334.88_786.5827m/z,1.6807,0.19534,0.70922,0.61379
513.17_682.5974m/z,1.6805,0.19538,0.70913,0.61379
660.55_605.5506m/z,1.6805,0.19538,0.70912,0.61379
TG(48:4)_1,1.6801,0.19545,0.70897,0.61379
345.6_1023.4924m/z,1.6794,0.19558,0.70869,0.61379
357.24_782.447m/z,1.6791,0.19563,0.70856,0.61379
TG(44:2),1.6791,0.19564,0.70854,0.61379
150.2_461.2726m/z,1.6789,0.19568,0.70845,0.61379
409.6_746.6067m/z,1.6787,0.19571,0.70839,0.61379
575.34_933.8143m/z,1.6786,0.19573,0.70835,0.61379
386.1_873.5584m/z,1.6782,0.19581,0.70817,0.61379
641.84_846.2944m/z,1.6781,0.19582,0.70814,0.61379
375.37_696.5792m/z,1.6781,0.19582,0.70813,0.61379
230.85_381.3152m/z,1.6747,0.19644,0.70676,0.61513
470.62_815.6981m/z,1.6747,0.19645,0.70675,0.61513
444.84_802.6378m/z,1.6747,0.19645,0.70674,0.61513
234.73_311.2951m/z,1.6737,0.19664,0.70632,0.6154
168.0_493.3351m/z,1.6733,0.19671,0.70618,0.6154
603.17_524.4754m/z,1.6732,0.19674,0.70612,0.6154
508.84_866.7128m/z,1.6725,0.19686,0.70583,0.6155
420.32_847.6875m/z,1.6723,0.1969,0.70575,0.6155
356.33_767.5419m/z,1.6695,0.19741,0.70462,0.61686
SM(d18:2/24:1),1.6692,0.19747,0.7045,0.61686
TG(52:6)_3,1.6671,0.19787,0.70362,0.61776
640.24_919.7733m/z,1.667,0.19789,0.70358,0.61776
Sulfo2HexCer(d42:1),1.6665,0.19798,0.70338,0.61783
369.21_864.5831m/z,1.6625,0.19873,0.70173,0.61987
H1TG,1.6623,0.19877,0.70166,0.61987
LPC(P-16:0/0:0),1.6613,0.19895,0.70127,0.62022
363.96_905.5502m/z,1.6589,0.1994,0.70027,0.62077
623.13_819.6736m/z,1.6584,0.19949,0.70007,0.62077
72.75_613.2326m/z,1.6581,0.19955,0.69995,0.62077
357.01_1565.1417m/z,1.6581,0.19956,0.69993,0.62077
392.49_732.6001m/z,1.6569,0.19977,0.69946,0.62077
666.36_898.7914m/z,1.6568,0.1998,0.6994,0.62077
325.3_770.5345m/z,1.6566,0.19983,0.69934,0.62077
609.67_953.7622m/z,1.6566,0.19983,0.69933,0.62077
351.08_707.5974m/z,1.6562,0.19992,0.69915,0.62077
395.0_711.5978m/z,1.656,0.19996,0.69906,0.62077
315.26_705.5536m/z,1.6559,0.19997,0.69904,0.62077
342.41_389.7716m/z,1.6554,0.20006,0.69884,0.62077
415.53_732.5867m/z,1.655,0.20014,0.69867,0.62077
200.62_588.4365m/z,1.6548,0.20018,0.69857,0.62077
93.28_507.2118m/z,1.6542,0.20028,0.69835,0.62077
286.86_825.4557m/z,1.6542,0.2003,0.69833,0.62077
674.12_913.8125m/z,1.6541,0.20031,0.69829,0.62077
410.05_843.5708m/z,1.654,0.20033,0.69826,0.62077
434.8_408.2989m/z,1.6535,0.20042,0.69807,0.62084
327.58_860.5371m/z,1.6527,0.20059,0.6977,0.6211
397.28_1644.1949m/z,1.6523,0.20065,0.69757,0.6211
316.17_746.5343m/z,1.652,0.20072,0.69742,0.6211
541.92_738.6515m/z,1.6517,0.20077,0.69731,0.6211
LPI(20:4/0:0),1.6509,0.20091,0.697,0.62134
